pub_date	title	venue	excerpt	citation	url_slug	paper_url
2019-06-14	Toward Efficient 3-D Colored Mapping in GPS-/GNSS-Denied Environments	IEEE GRSL	' '	Wen, C., *Dai, Y.*, Xia, Y., Lian, Y., Tan, J., Wang, C., & Li, J. (2019). "Toward Efficient 3-D Colored Mapping in GPS-/GNSS-Denied Environments." <i>IEEE GRSL</i>.	3d-color-mapping	http://academicpages.github.io/files/paper2.pdf
